giornata,team_id,team_name,coach,slot,slot_index,player_id,player_name,role,role_full,serie_a_team,match_status,voto_iniziale,voto_finale,live_voto_iniziale,live_voto_finale,live_bonus,in_calcolo,played_as_starter,was_replaced,replaced_by_player_id,replaced_by_player_name,came_in_for_player_id,came_in_for_player_name,actually_used_as_sub,coach_manual_switch_out,coach_manual_switch_in,final_voto_after_sub,contributes_points,in_current_rosa,team_not_schierata,goal,pen_goal,assist,yellow_card,red_card,pen_saved,pen_missed,own_goal,goal_conceded
1,3346647,Spiazenza FC,Gianluca,Titolare,1,5876,Di Gregorio,P,Portiere,Juventus,Finita,6.5,5.5,6.5,5.5,-1,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,1
1,3346647,Spiazenza FC,Gianluca,Titolare,2,7175,Joao Mario,D,Difensore,Bologna,Finita,5,5,5,5,0,false,true,false,,,,,,false,,5,5,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,3,6202,Beukema,D,Difensore,Napoli,Finita,5,5,5,5,0,false,true,false,,,,,,false,,5,5,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,4,6042,Lucumì,D,Difensore,Bologna,Finita,55,100,55,55,0,false,false,true,4751,Tomori,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,5,6814,Norton-Cuffy,D,Difensore,Genoa,Finita,5.5,5,5.5,5,-0.5,false,true,false,,,,,,false,,5,5,,false,0,0,0,1,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,6,6666,Bernabè,C,Centrocampista,Parma,Finita,6,6,6.5,6.5,0,false,true,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,7,6677,Adzic,C,Centrocampista,Juventus,Finita,6,6,6,6,0,false,false,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,8,536,Politano,C,Centrocampista,Napoli,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,9,6314,Openda,A,Attaccante,Juventus,Finita,5.5,5.5,6,6,0,false,false,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,10,6434,Yildiz,A,Attaccante,Juventus,Finita,6,6,6,6,0,false,true,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Titolare,11,6365,Ferguson E.,A,Attaccante,Roma,Finita,5.5,5.5,6,6,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,1,218,Perin,P,Portiere,Juventus,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,2,6462,Okoye,P,Portiere,Udinese,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,3,2788,Bremer,D,Difensore,Juventus,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,4,4751,Tomori,D,Difensore,Milan,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,6042,Lucumì,true,,false,6.5,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,5,4502,Gallo,D,Difensore,Lecce,Finita,5,5,5,5,0,false,true,false,,,,,false,,false,5,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,6,5761,Zhegrova,C,Centrocampista,Juventus,Finita,55,100,55,55,0,false,false,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,7,1870,Barella,C,Centrocampista,Inter,Finita,6,6,6,6,0,false,true,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,8,6844,Rowe,C,Centrocampista,Bologna,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,9,4728,Nkunku,A,Attaccante,Milan,Finita,6,6,6,6,0,false,false,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,10,6060,Laurientè,A,Attaccante,Sassuolo,Finita,6,6,6,6,0,false,true,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Panchina,11,6967,Diao,A,Attaccante,Como,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,6717,Konè I.,,,Sassuolo,,,,6.5,6.5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,6669,Bonny,,,Inter,,,,6,6,0,false,false,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,6664,Delprato,,,Parma,,,,6,6,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,6380,Solomon,,,Fiorentina,,,,,,,false,,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,6217,Bisseck,,,Inter,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4973,McKennie,,,Juventus,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4970,Messias,,,Genoa,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4657,Celik,,,Roma,,,,6.5,6.5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4409,Rrahmani,,,Napoli,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4371,Raspadori,,,Atalanta,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4263,Kabasele,,,Udinese,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,2832,Boga,,,Juventus,,,,,,,false,,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,1976,Mazzitelli,,,Cagliari,,,,55,55,0,false,false,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,530,Pellegrini Lo.,,,Roma,,,,7,10,3,false,true,false,,,,,,,,,0,true,false,1,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,333,Cataldi,,,Lazio,,,,6.5,6.5,0,false,false,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,4287,Lobotka,,,Napoli,,,,6,6,0,false,false,false,,,,,,,,,0,false,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,2529,Mkhitaryan,,,Inter,,,,56,56,0,false,true,false,,,,,,,,,0,false,false,0,0,0,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,5918,Sulemana K.,,,Atalanta,,,,7.5,11.5,4,false,true,false,,,,,,,,,0,false,false,1,0,1,0,0,0,0,0,0
1,3346647,Spiazenza FC,Gianluca,Fuori_Lista,,6015,Berisha M.,,,Lecce,,,,56,56,0,false,true,false,,,,,,,,,0,false,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,1,2521,De Gea,P,Portiere,Fiorentina,Finita,6,4,6,4,-2,false,true,false,,,,,,false,,4,4,,false,0,0,0,0,0,0,0,0,2
1,3347033,ManesKean,Paola,Titolare,2,5513,Dumfries,D,Difensore,Inter,Finita,6,6,6,6,0,false,true,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,3,2296,Mancini,D,Difensore,Roma,Finita,6,6,6,6,0,false,true,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,4,5835,Baschirotto,D,Difensore,Cremonese,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,5,2120,Bastoni,D,Difensore,Inter,Finita,56,100,56,56,0,false,true,true,460,Romagnoli,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,6,2194,Calhanoglu,C,Centrocampista,Inter,Finita,6,5.5,6,5.5,-0.5,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,1,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,7,827,Locatelli,C,Centrocampista,Juventus,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,8,22,De Roon,C,Centrocampista,Atalanta,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,9,5719,Asllani,C,Centrocampista,Torino,Finita,5,5,5,5,0,false,true,false,,,,,,false,,5,5,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,10,5319,Sohm,C,Centrocampista,Bologna,Finita,5.5,5,5.5,5,-0.5,false,false,false,,,,,,false,,5,5,,false,0,0,0,1,0,0,0,0,0
1,3347033,ManesKean,Paola,Titolare,11,2097,Kean,A,Attaccante,Fiorentina,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,1,6184,Martinelli T.,P,Portiere,Fiorentina,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,2,4312,Maignan,P,Portiere,Milan,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,3,460,Romagnoli,D,Difensore,Lazio,Finita,6,6,6,6,0,false,true,false,,,2120,Bastoni,true,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,4,2593,Martin,D,Difensore,Genoa,Finita,6,6,6,6,0,false,true,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,5,2724,Buongiorno,D,Difensore,Napoli,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,false,,false,6.5,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,6,4479,Elmas,C,Centrocampista,Napoli,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,false,,false,5.5,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,7,4465,Fagioli,C,Centrocampista,Fiorentina,Finita,5.5,5.5,5.5,5.5,0,false,false,false,,,,,false,,false,5.5,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,8,4427,Malinovskyi,C,Centrocampista,Genoa,Finita,6.5,7.5,6.5,7.5,1,false,true,false,,,,,false,,false,7.5,0,,false,0,0,1,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,9,313,Morata,A,Attaccante,Como,Finita,5,5,5.5,5.5,0,false,true,false,,,,,false,,false,5,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,10,647,Dzeko,A,Attaccante,Fiorentina,Finita,6,6,6,6,0,false,false,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Panchina,11,608,Zapata D.,A,Attaccante,Torino,Finita,5,2,5,2,-3,false,false,false,,,,,false,,false,2,0,,false,0,0,0,0,0,0,1,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,7162,Giovane,,,Napoli,,,,6,6,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,7071,Esposito F.P.,,,Inter,,,,6.5,6.5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,6001,Banda,,,Lecce,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,5812,Terracciano F.,,,Cremonese,,,,6,6,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,5526,Scalvini,,,Atalanta,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,4364,Gaetano,,,Cagliari,,,,6,6,0,false,false,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,2815,Terracciano,,,Milan,,,,6,6,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,2678,Fullkrug,,,Milan,,,,,,,false,,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,2137,Scamacca,,,Atalanta,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,536,Politano,,,Napoli,,,,6.5,6.5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347033,ManesKean,Paola,Fuori_Lista,,785,Immobile *,,,Bologna,,,,56,56,0,false,true,false,,,,,,,,,0,false,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,1,761,Audero,P,Portiere,Cremonese,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,2,5831,Gatti,D,Difensore,Juventus,Finita,6,5.5,6,5.5,-0.5,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,1,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,3,2160,Gosens,D,Difensore,Fiorentina,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,4,5273,Estupinan,D,Difensore,Milan,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,5,2423,Pulisic,C,Centrocampista,Milan,Finita,8.5,15.5,8.5,15.5,7,false,true,false,,,,,,false,,15.5,15.5,,false,2,0,1,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,6,4777,McTominay,C,Centrocampista,Napoli,Finita,6.5,7.5,6.5,7.5,1,false,true,false,,,,,,false,,7.5,7.5,,false,0,0,1,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,7,779,Cristante,C,Centrocampista,Roma,Finita,6.5,6.5,6,6,0,false,true,false,,,,,,false,,6.5,6.5,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,8,5589,Konè M.,C,Centrocampista,Roma,Finita,7.5,7.5,7,7,0,false,true,false,,,,,,false,,7.5,7.5,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,9,788,Freuler,C,Centrocampista,Bologna,Finita,6,6,6,6,0,false,true,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,10,6572,Castro S.,A,Attaccante,Bologna,Finita,7.5,10.5,7,10,3,false,true,false,,,,,,false,,10.5,10.5,,false,1,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Titolare,11,4871,Thuram,A,Attaccante,Inter,Finita,6,6,6,6,0,false,true,false,,,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,1,188,Leali,P,Portiere,Genoa,Finita,6.5,4.5,6.5,4.5,-2,false,true,false,,,,,false,,false,4.5,0,,false,0,0,0,0,0,0,0,0,2
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,2,2814,Provedel,P,Portiere,Lazio,Finita,6,5,6.5,5.5,-1,false,true,false,,,,,false,,false,5,0,,false,0,0,0,0,0,0,0,0,1
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,3,5022,Pavlovic,D,Difensore,Milan,Finita,6.5,6.5,6.5,6.5,0,false,true,false,,,,,false,,false,6.5,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,4,6485,Kristensen T.,D,Difensore,Udinese,Finita,5,5,5,5,0,false,true,false,,,,,false,,false,5,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,5,5851,Doig,D,Difensore,Sassuolo,Finita,6,6,6,6,0,false,true,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,6,5559,Da Cunha,C,Centrocampista,Como,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,7,4459,Rovella,C,Centrocampista,Lazio,Finita,5.5,5.5,6,6,0,false,true,false,,,,,false,,false,5.5,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,8,6190,Pisilli,C,Centrocampista,Roma,Finita,6,6,6,6,0,false,false,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,9,7129,Rodriguez Je.,A,Attaccante,Como,Finita,7,7,6.5,6.5,0,false,false,false,,,,,false,,false,7,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,10,7017,Douvikas,A,Attaccante,Como,Finita,5.5,5.5,5.5,5.5,0,false,false,false,,,,,false,,false,5.5,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Panchina,11,4730,Lookman,A,Attaccante,Atalanta,Finita,55,100,55,55,0,false,false,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,7337,Motta,,,Lazio,,,,,,,false,,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,7223,Vergara,,,Napoli,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,6832,Palestra,,,Cagliari,,,,7,8,1,false,true,false,,,,,,,,,0,true,false,0,0,1,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,6202,Beukema,,,Napoli,,,,5,5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,6164,Vitinha O.,,,Genoa,,,,5.5,5,-0.5,false,true,false,,,,,,,,,0,true,false,0,0,0,1,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,5877,Carlos Augusto,,,Inter,,,,6.5,6.5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,5455,Moreo,,,Pisa,,,,5.5,5.5,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,5449,Parisi,,,Fiorentina,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,4686,Fofana Y.,,,Milan,,,,7,10,3,false,true,false,,,,,,,,,0,true,false,1,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,6556,Noslin,,,Lazio,,,,55,55,0,false,false,false,,,,,,,,,0,false,false,0,0,0,0,0,0,0,0,0
1,3347119,Borussia Episodi,Gabryamaranto97,Fuori_Lista,,697,Cuadrado,,,Pisa,,,,6,6,0,false,false,false,,,,,,,,,0,false,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,1,572,Meret,P,Portiere,Napoli,Finita,6.5,4.5,6.5,4.5,-2,false,true,false,,,,,,false,,4.5,4.5,,false,0,0,0,0,0,0,0,0,2
1,4522508,Vardy Is On Fire,Pathouse,Titolare,2,7181,Wesley,D,Difensore,Roma,Finita,56,100,56,56,0,false,true,true,252,Biraghi,,,,false,,5,5,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,3,5840,Olivera,D,Difensore,Napoli,Finita,56,100,56,56,0,false,true,true,5833,Gila,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,4,4976,Kalulu,D,Difensore,Juventus,Finita,5.5,5.5,6,6,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,5,4186,Guendouzi,C,Centrocampista,Lazio,Finita,6,5,6,5,-1,false,true,false,,,,,,false,,5,5,,false,0,0,0,0,1,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,6,6831,Neres,C,Centrocampista,Napoli,Finita,56,100,56,56,0,false,true,true,6549,Pierotti,,,,false,,6,6,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,7,5685,Koopmeiners,C,Centrocampista,Juventus,Finita,5.5,5,5.5,5,-0.5,false,false,false,,,,,,false,,5,5,,false,0,0,0,1,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,8,2517,De Bruyne,C,Centrocampista,Napoli,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,9,2499,Vardy,A,Attaccante,Cremonese,Finita,56,100,56,56,0,false,true,true,,Ufficio,,,,false,,4,4,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,10,2841,Vlahovic,A,Attaccante,Juventus,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Titolare,11,7008,Gimenez,A,Attaccante,Milan,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,,,,false,,5.5,5.5,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,1,2170,Milinkovic-Savic V.,P,Portiere,Napoli,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,2,6842,Sava,P,Portiere,Udinese,Finita,4.5,1.5,5,2,-3,false,true,false,,,,,false,,false,1.5,0,,false,0,0,0,0,0,0,0,0,3
1,4522508,Vardy Is On Fire,Pathouse,Panchina,3,252,Biraghi,D,Difensore,Torino,Finita,5,5,5,5,0,false,true,false,,,7181,Wesley,true,,false,5,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,4,5833,Gila,D,Difensore,Lazio,Finita,6,5.5,5.5,5,-0.5,false,true,false,,,5840,Olivera,true,,false,5.5,0,,false,0,0,0,1,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,5,2188,Marusic,D,Difensore,Lazio,Finita,5.5,5.5,6,6,0,false,true,false,,,,,false,,false,5.5,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,6,6549,Pierotti,C,Centrocampista,Lecce,Finita,6,6,6,6,0,false,true,false,,,6831,Neres,true,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,7,4220,Zambo Anguissa,C,Centrocampista,Napoli,Finita,6,6,6,6,0,false,false,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,8,2766,Zaniolo,C,Centrocampista,Udinese,Finita,6,6,6,6,0,false,false,false,,,,,false,,false,6,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,9,2531,Lukaku,A,Attaccante,Napoli,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,10,4510,Leao,A,Attaccante,Milan,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Panchina,11,309,Dybala,A,Attaccante,Roma,Finita,56,100,56,56,0,false,true,false,,,,,false,,false,100,0,,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Fuori_Lista,,7126,Baturina,,,Como,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Fuori_Lista,,6867,Valle,,,Como,,,,6,6,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
1,4522508,Vardy Is On Fire,Pathouse,Fuori_Lista,,6662,Corvi,,,Parma,,,,56,56,0,false,true,false,,,,,,,,,0,true,false,0,0,0,0,0,0,0,0,0
