giornata,team_id,team_name,coach,slot,slot_index,player_id,player_name,role,role_full,serie_a_team,match_status,voto_iniziale,voto_finale,live_voto_iniziale,live_voto_finale,live_bonus,in_calcolo,played_as_starter,was_replaced,replaced_by_player_id,replaced_by_player_name,came_in_for_player_id,came_in_for_player_name,actually_used_as_sub,modulo,final_voto_after_sub,contributes_points,in_current_rosa,team_not_schierata,goal,pen_goal,assist,yellow_card,red_card,pen_saved,pen_missed,own_goal,goal_conceded
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,2,2521,De Gea,P,Portiere,Fiorentina,Finita,6,4,6,4,-2,false,true,false,,,,,false,433,4,0,,false,0,0,0,0,0,0,0,0,2
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,3,6496,Bartesaghi,D,Difensore,Milan,NonIniziata,56,100,56,56,0,false,true,false,,,,,false,433,100,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,4,5833,Gila,D,Difensore,Milan,NonIniziata,56,100,56,56,0,false,true,false,,,,,false,433,100,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,5,1852,Spinazzola,D,Difensore,Napoli,Finita,5.5,5.5,5.5,5.5,0,false,true,false,,,6531,Jimenez A.,true,433,5.5,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,6,6844,Rowe,C,Centrocampista,Atalanta,Finita,56,100,56,56,0,false,true,false,,,,,false,433,100,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,7,6908,Atta,C,Centrocampista,Fiorentina,Finita,6,6,6,6,0,false,false,false,,,,,false,433,6,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,8,4911,Douglas Luiz,C,Centrocampista,Juventus,NonIniziata,56,100,56,56,0,false,true,false,,,,,false,433,100,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,9,6052,Hojlund,A,Attaccante,Napoli,Finita,7,10,7,10,3,false,true,false,,,,,false,433,10,0,,false,1,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,10,2097,Kean,A,Attaccante,Como,Finita,6.5,7.5,6.5,7.5,1,false,false,false,,,,,false,433,7.5,0,,false,0,0,1,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Panchina,11,6675,Dovbyk,A,Attaccante,Bologna,NonIniziata,56,100,56,56,0,false,true,false,,,,,false,433,100,0,,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Fuori_Lista,,7060,Cacciamani,,,Torino,,,,6.5,6.5,0,false,true,false,,,,,,433,,0,true,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Fuori_Lista,,5840,Olivera,,,Napoli,,,,56,56,0,false,true,false,,,,,,433,,0,true,false,0,0,0,0,0,0,0,0,0
1,17071673,BRRR BRRR BODO GLIMT,Samuel,Fuori_Lista,,5172,Jones C.,,,Inter,,,,6,6,0,false,false,false,,,,,,433,,0,true,false,0,0,0,0,0,0,0,0,0
